,0,1,2,3,4,5,6,7
19,l1-2018-trim-018 / non branded zipper pull faux leather ,please source: same supplier as other faux leather trims,hand pockets vertical,1 per side = 2,brown faux leather,brown faux leather,brown faux leather,brown faux leather
20,11nt-045 / self fabric pull,factory made,lining pocket,1,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric
22,branded trims,supplier/ reference number,location,amount,silt,port,walnut,black
23,"l1-2018-trim-w-001 /
woven label: 5.3 cm x 6.2 cm",please source,front right hem,1,"l1-2018-trim-w-001 /
woven label: 5.3 cm x 6.2 cm","l1-2018-trim-w-001 /
woven label: 5.3 cm x 6.2 cm","l1-2018-trim-w-001 /
woven label: 5.3 cm x 6.2 cm","l1-2018-trim-w-001 /
woven label: 5.3 cm x 6.2 cm"
24,"l1-2018-trim-004
brown faux leather hem wrap / artwork debossed 1mm 5.7 cm x 2.87 cm",please source,left hand pocket,1,brown faux leather,brown faux leather,brown faux leather,brown faux leather
25,"l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  ",soluna,left sleeve hem,1,matching,matching,matching,matching
26,"l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  ",soluna,back right,1,matching,matching,matching,matching
28,trims,supplier/ reference number,location,amount,silt,port,walnut,black
29,15mm metal snap,luk's / 404,front placket chin and hem (hidden),2 sets,cp016 copper,cp016 copper,cp016 copper,cp016 copper
30,15mm metal snap ,luk's / 404,powder skirt - front closure,"2 female, 4 male",cp016 copper,cp016 copper,cp016 copper,cp016 copper
31,15mm metal snap ,luk's / 404,snap away powder skirt - lining facing ,1 male 1 female,cp016 copper,cp016 copper,cp016 copper,cp016 copper
32,15mm metal snap ,luk's / 404,powder skirt - jacket to pant connection,3 sets,cp016 copper,cp016 copper,cp016 copper,cp016 copper
33,metal eyelets 8mm ,luk's / et04,hood cord exit front,1 per side = 2,cp016 copper,cp016 copper,cp016 copper,cp016 copper
34,cord lock: small cord lock with tie down,sun sun/ sv160824-2a,front hood adjust,1 per side = 2,16-5807 tcx silt, 19-1718 tcx port,18-0513 tcx walnut,19-4006 tcx black
35,metal drawcord tip,see photo,hood shockcord tips,1 per side = 2,cp016 copper,cp016 copper,cp016 copper ,cp016 copper 
36,keyclip,as production ,right hand pocket,1,black,black,black,black
38,notions,supplier/ reference number,location,amount,silt,port,walnut,black
39,"grosgrain 1/4""",none,attach front hood cord lock,1 per side = 2,black,black,black,black
40,"grosgrain 1/4""",none,attach keyclip right hand pocket ,1,black,black,black,black
41,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",none,powder skirt - side tabs jacket to pant connection ,2,black,black,black,black
42,"shell fabric tab  1"" x 1"" wrap around ",none,jacket to pant connection center back on tab,1,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric
43,"shell fabric tab  1"" x 1"" wrap around ",none,jacket to pant connection center back under snap on gripper elastic,1,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric
44,"shell fabric tab 3/4"" x  1"" ",none,jacket to pant connection at side tabs under snaps,1 per side = 2,silt shell fabric,port shell fabric,walnut shell fabric,black shell fabric
45,"elastic 1"" x 4""",none,powder skirt middle tab - jacket to pant connection ,1,black,black,black,black
46,elastic ,none,back of sleeve cuffs,1 per side = 2,available,available,available,available
47,"elastic 1/4"" ",none,lining cable guide,1,black,black,black,black
48,gripper elastic 25mm non logo,mtt0022,powder skirt hem,1,black,black,black,black
49,elastine binding,none,goggle pocket binding,1,black,black,black,black
50,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,"example: cw17-062
chun wo ho (please source)",hood,1,"colorway: 3 = 12-0105 tcx bone/
16-5807 tcx silt","colorway: 7 =19-1718 tcx port/
18-1703 tcx smoke","colorway: 5 = 18-0513 tcx walnut/
19-4006 tcx black ","colorway: 1 = 19-4006 tcx black/
18-0403 tcx gunmetal"
52,velcro,supplier/ reference number,location,amount,silt,port,walnut,black
53,"1/2"" x 1 1/2"" velcro with rounded corners",paiho / loop#1057 / hooketn7,chin,1,match to shell,match to shell,match to shell,match to shell
54,"1/2"" x 2 velcro with rounded corners",paiho / loop#1057 / hooketn7,center front placket,4,match to shell,match to shell,match to shell,match to shell
55,"3/4"" x 3 3/4"" velcro with rounded corners",paiho / loop#1057,cuff on body,1 per side = 2,match to shell,match to shell,match to shell,match to shell
56,"3/4"" x 2 1/2"" velcro with rounded corners",paiho / hooketn7,cuff on tab,1 per side = 2,match to shell,match to shell,match to shell,match to shell
58,thread,spi,supplier/ ref number,amont,silt,port,walnut,black
59,seams,10-12 spi,Feb-30,none,match to shell,match to shell,match to shell,match to shell
60,topstitch,8-10 spi,heavy weight topstitch,none,match to shell,match to shell,match to shell,match to shell
61,bartacks,none,100/2,none,match to shell,match to shell,match to shell,match to shell
63,labels ,supplier/ reference number,location,amont,silt,port,walnut,black
64,10k/10k critically seam sealed,soluna/ main label,center back below neck seam,1,none,none,none,none
65,size label (sample size s),soluna/ size label,center back below main label,1,none,none,none,none
67,hang tags,supplier/ reference number,location,none,silt,port,walnut,black
68,womens jacket hang tag,soluna/ womens jacket hang tag,left side hand pocket zipper,none,none,none,none,none
71,care and content labels,supplier/ reference number,location,none,silt,port,walnut,black
72,address label,factory sourced,lining left side seam,none,none,none,none,none
73,content label,factory sourced,lining left side seam,none,none,none,none,none
74,washing label,factory sourced,lining left side seam,none,none,none,none,none
